Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2012-13,2013-14,2014-15,2015-16,2016-17,Source document,Source table,URL
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.4: Regulatory policy,Departmental expenses,Special accounts,TGA Special Account,131310,148428,151544,146470,147696,Department of Health and Ageing PBS,Table 1.5,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.4: Regulatory policy,Departmental expenses,Special accounts,Expense adjustment,-7448,-14356,-13578,-4498,-6150,Department of Health and Ageing PBS,Table 1.5,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.5: Immunisation,Administered expenses,Ordinary annual services (Appropriation Bill No. 1),,25259,20515,20155,20296,20646,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.5: Immunisation,Administered expenses,to Australian Childhood Immunisation Register Special Account,,-2847,-5747,-5802,-5858,-5913,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.5: Immunisation,Administered expenses,Special appropriations,National Health Act 1953 - essential vaccines,80278,118240,119445,123330,124167,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.5: Immunisation,Administered expenses,Special accounts,Australian Childhood Immunisation Register Special Account,6457,9388,9475,9563,9650,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.5: Immunisation,Departmental expenses,Departmental appropriation & Expenses not requiring appropriation in the budget year,Program Support,5639,4643,4569,4613,4723,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.6: Public health,Administered expenses,Ordinary annual services (Appropriation Bill No. 1),,16009,18312,8563,7974,8117,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.6: Public health,Administered expenses,Other services (Appropriation Bill No. 2),,15226,11058,0,0,0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.6: Public health,Departmental expenses,Departmental appropriation & Expenses not requiring appropriation in the budget year,Program Support,7847,7056,6989,7047,7206,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Departmental appropriation,Budget Advice,71354,69692.9699,72956.81946,68010.09922,56134.77446,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Departmental appropriation,Financial Reporting,548553,495503.6908,609159.4043,603935.7101,495992.916,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Departmental appropriation,Financial Framework,4883513,4241433.668,3918081.206,3792327.06,4886435.349,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Departmental appropriation,Deregulation and Regulatory Reform,298007,270660.0531,273811.0232,347555.0115,289908.1311,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Departmental appropriation,Procurement Framework,306568,354909.6801,311762.8332,388833.221,344095.381,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Special accounts,Coordinated Procurement Contracting Special Account,271205,284766.3468,349242.3589,398688.2887,328055.468,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Expenses not requiring appropriation in the Budget year,,22128,25012.35458,18938.80515,13468.07503,17330.66443,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Act of Grace nominal interest,1029688,993555.5432,1107573.128,915321.8425,803823.1722,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
